Date_str,Date,Mkt-RF,SMB,HML,RF
19470904,1947-09-04,-1.3,-0.19,-0.94,0.003
19470905,1947-09-05,-0.21,-0.09,0.43,0.003
19470908,1947-09-08,-1.34,0.26,-0.7,0.003
19470909,1947-09-09,0.16,-0.15,0.69,0.003
19470910,1947-09-10,0.9,-0.02,0.45,0.003
19470911,1947-09-11,0.37,0.42,-0.07,0.003
19470912,1947-09-12,-0.28,0.12,-0.35,0.003
19470915,1947-09-15,-0.4,0.01,0.11,0.003
19470916,1947-09-16,0.82,-0.01,0.78,0.003
19470917,1947-09-17,1.43,0.63,0.48,0.003
19470918,1947-09-18,-0.3,0.25,-0.53,0.003
19470919,1947-09-19,-0.2,-0.11,-0.24,0.003
19470922,1947-09-22,-0.13,-0.07,0.24,0.003
19470923,1947-09-23,-1.27,0.24,-0.46,0.003
19470924,1947-09-24,0.26,0.04,0.61,0.003
19470925,1947-09-25,-0.56,0.14,-0.12,0.003
19470926,1947-09-26,-0.14,-0.02,-0.01,0.003
19470929,1947-09-29,0.44,-0.31,0.47,0.003
19470930,1947-09-30,0.86,0.03,0.41,0.003
19471001,1947-10-01,0.49,0.49,0.41,0.002
19471002,1947-10-02,0,-0.03,-0.07,0.002
19471003,1947-10-03,0.67,0.36,0.4,0.002
19471004,1947-10-04,0.18,0.2,0.19,0.002
19471006,1947-10-06,0.07,0.03,-0.27,0.002
19471007,1947-10-07,-0.02,0.09,-0.05,0.002
19471008,1947-10-08,-0.55,0.33,-0.39,0.002
19471009,1947-10-09,0.47,-0.2,0.37,0.002
19471010,1947-10-10,0.32,0.62,0.06,0.002
19471011,1947-10-11,0.14,0.53,0.36,0.002
19471014,1947-10-14,1.38,0.15,0.63,0.002
19471015,1947-10-15,0.36,0.3,-0.37,0.002
19471016,1947-10-16,0.08,-0.02,-0.19,0.002
19471017,1947-10-17,0.11,-0.38,-0.08,0.002
19471018,1947-10-18,0.44,-0.39,0.34,0.002
19471020,1947-10-20,0.7,0.16,0.52,0.002
19471021,1947-10-21,-0.14,-0.2,-0.13,0.002
19471022,1947-10-22,-0.26,0.18,-0.07,0.002
19471023,1947-10-23,0.12,-0.08,-0.01,0.002
19471024,1947-10-24,-1.3,-0.41,-0.79,0.002
19471025,1947-10-25,0.14,0,0.17,0.002
19471027,1947-10-27,0.02,-0.3,0.1,0.002
19471028,1947-10-28,0.07,-0.07,-0.06,0.002
19471029,1947-10-29,-0.41,-0.28,-0.48,0.002
19471030,1947-10-30,-1.24,-0.8,-0.51,0.002
19471031,1947-10-31,0.64,0.24,0.06,0.002
19471101,1947-11-01,0.22,0.01,0.02,0.003
19471103,1947-11-03,-0.14,-0.19,0.03,0.003
19471105,1947-11-05,-0.57,-0.23,-0.39,0.003
19471106,1947-11-06,0.05,-0.35,-0.08,0.003
19471107,1947-11-07,-0.2,0.18,0.04,0.003
19471108,1947-11-08,0.03,0,0,0.003
19471110,1947-11-10,0.35,-0.28,0.2,0.003
19471112,1947-11-12,-0.21,-0.12,0.07,0.003
19471113,1947-11-13,-0.64,-0.07,-0.37,0.003
19471114,1947-11-14,0.04,-0.1,0.37,0.003
19471115,1947-11-15,0.14,-0.06,0.14,0.003
19471117,1947-11-17,-0.07,-0.35,0.31,0.003
19471118,1947-11-18,0.76,0.46,0.69,0.003
19471119,1947-11-19,0.31,0.39,0.03,0.003
19471120,1947-11-20,0.34,-0.48,0.27,0.003
19471121,1947-11-21,-0.34,0.32,0.04,0.003
19471122,1947-11-22,-0.1,0.08,-0.3,0.003
19471124,1947-11-24,-0.51,-0.07,-0.16,0.003
19471125,1947-11-25,-0.3,-0.35,0.19,0.003
19471126,1947-11-26,-0.15,-0.05,0.21,0.003
19471128,1947-11-28,-0.87,-0.28,-0.06,0.003
19471129,1947-11-29,-0.15,-0.19,-0.11,0.003
19471201,1947-12-01,0.55,-0.23,0.23,0.003
19471202,1947-12-02,0.22,-0.22,0.36,0.003
19471203,1947-12-03,-0.74,-0.13,-0.21,0.003
19471204,1947-12-04,-0.58,-0.15,0,0.003
19471205,1947-12-05,-1.4,-0.06,-0.31,0.003
19471206,1947-12-06,0.02,0.16,0.29,0.003
19471208,1947-12-08,0.79,-0.1,0.57,0.003
19471209,1947-12-09,0.45,0.13,0.49,0.003
19471210,1947-12-10,0.23,0.22,0.05,0.003
19471211,1947-12-11,0.14,-0.5,-0.11,0.003
19471212,1947-12-12,0.65,0.15,0.45,0.003
19471213,1947-12-13,0.64,0.16,0.63,0.003
19471215,1947-12-15,0.57,0.22,0.57,0.003
19471216,1947-12-16,-0.11,-0.46,0.03,0.003
19471217,1947-12-17,0.33,0.05,0.61,0.003
19471218,1947-12-18,-0.08,-0.14,0.05,0.003
19471219,1947-12-19,0.39,0.01,0.03,0.003
19471220,1947-12-20,0.83,-0.02,0.66,0.003
19471222,1947-12-22,-0.22,-0.01,-0.08,0.003
19471223,1947-12-23,0.33,-0.47,0.47,0.003
19471224,1947-12-24,-0.07,0.08,-0.2,0.003
19471226,1947-12-26,-0.75,-0.54,-0.35,0.003
19471227,1947-12-27,-0.16,-0.05,-0.24,0.003
19471229,1947-12-29,-0.41,-0.4,-0.28,0.003
19471230,1947-12-30,0.88,-0.13,0.2,0.003
19471231,1947-12-31,0.51,0.06,-0.26,0.003
19480102,1948-01-02,0.41,0.63,0.83,0.003
19480105,1948-01-05,-0.9,0.74,-0.79,0.003
19480106,1948-01-06,-0.6,0.04,-0.28,0.003
19480107,1948-01-07,0.6,-0.09,0.67,0.003
19480108,1948-01-08,0.58,0.27,0.51,0.003
19480109,1948-01-09,-0.36,0.3,0.08,0.003
19480110,1948-01-10,0.06,-0.18,0.08,0.003
19480112,1948-01-12,-0.61,0.07,-0.07,0.003
19480113,1948-01-13,-1.36,0.11,-0.89,0.003
19480114,1948-01-14,-0.12,0.28,0.22,0.003
19480115,1948-01-15,-0.3,0.3,0.07,0.003
19480116,1948-01-16,0.01,0.14,0.51,0.003
19480117,1948-01-17,-0.05,0,-0.28,0.003
19480119,1948-01-19,-1.3,-0.35,-0.61,0.003
19480120,1948-01-20,0.05,0.11,0.46,0.003
19480121,1948-01-21,-0.98,0.12,-0.62,0.003
19480122,1948-01-22,-0.77,-0.01,0.45,0.003
19480123,1948-01-23,-0.26,0.24,0.12,0.003
19480124,1948-01-24,0.03,0.07,0.25,0.003
19480126,1948-01-26,-0.16,-0.07,0.13,0.003
19480127,1948-01-27,0.16,0.15,0.4,0.003
19480128,1948-01-28,0.8,-0.01,0.35,0.003
19480129,1948-01-29,0.98,-0.18,0.12,0.003
19480130,1948-01-30,0.03,-0.11,-0.24,0.003
19480131,1948-01-31,0.1,0.03,0,0.003
19480202,1948-02-02,0,0.05,-0.12,0.003
19480203,1948-02-03,-0.58,-0.14,-0.27,0.003
19480204,1948-02-04,-1.82,-0.55,-0.57,0.003
19480205,1948-02-05,-1.09,-0.09,-0.06,0.003
19480206,1948-02-06,0.17,0.05,0.25,0.003
19480207,1948-02-07,0.62,0.02,0.39,0.003
19480209,1948-02-09,0,-0.05,-0.31,0.003
19480210,1948-02-10,-2.76,-0.63,-1.2,0.003
19480211,1948-02-11,-0.27,-0.65,0,0.003
19480213,1948-02-13,-0.03,0.16,0.33,0.003
19480214,1948-02-14,0.18,0.32,0.22,0.003
19480216,1948-02-16,1.29,-0.22,0.22,0.003
19480217,1948-02-17,0.22,0.11,-0.13,0.003
19480218,1948-02-18,-0.14,-0.25,0.09,0.003
19480219,1948-02-19,-0.22,0.16,-0.03,0.003
19480220,1948-02-20,-0.42,-0.28,-0.07,0.003
19480221,1948-02-21,0.16,0.34,0.24,0.003
19480224,1948-02-24,0.14,-0.29,0.19,0.003
19480225,1948-02-25,0.59,0.11,0.45,0.003
19480226,1948-02-26,-0.51,0.01,-0.12,0.003
19480227,1948-02-27,-0.44,-0.26,0.12,0.003
19480228,1948-02-28,0.52,0.34,0.51,0.003
19480301,1948-03-01,0.5,0.12,0.42,0.003
19480302,1948-03-02,0.58,-0.39,0.64,0.003
19480303,1948-03-03,0.27,0.02,0.27,0.003
19480304,1948-03-04,-0.29,-0.03,-0.52,0.003
19480305,1948-03-05,0.12,0,-0.03,0.003
19480306,1948-03-06,0.43,0.19,0.1,0.003
19480308,1948-03-08,-0.67,-0.01,0.07,0.003
19480309,1948-03-09,-0.61,-0.41,-0.16,0.003
19480310,1948-03-10,0.43,0.27,0.69,0.003
19480311,1948-03-11,-0.02,0.19,-0.02,0.003
19480312,1948-03-12,0.01,-0.21,0.25,0.003
19480313,1948-03-13,0.45,0.02,0.21,0.003
19480315,1948-03-15,-0.03,-0.04,-0.07,0.003
19480316,1948-03-16,-1.66,-0.39,-0.95,0.003
19480317,1948-03-17,0.69,-0.15,0.97,0.003
19480318,1948-03-18,0.77,0.62,0.6,0.003
19480319,1948-03-19,1.61,-0.17,0.71,0.003
19480320,1948-03-20,2.22,0.36,0.63,0.003
19480322,1948-03-22,0.51,0.74,-1.22,0.003
19480323,1948-03-23,0.06,-0.02,-0.03,0.003
19480324,1948-03-24,0.02,-0.03,0.43,0.003
19480325,1948-03-25,0.37,-0.29,0.41,0.003
19480327,1948-03-27,-0.19,0.16,0.01,0.003
19480329,1948-03-29,-0.11,-0.31,0,0.003
19480330,1948-03-30,0.95,-0.23,0.36,0.003
19480331,1948-03-31,1.46,0.16,0.44,0.003
19480401,1948-04-01,0.22,-0.31,0.01,0.003
19480402,1948-04-02,0.12,-0.15,-0.53,0.003
19480403,1948-04-03,0.12,-0.02,-0.17,0.003
19480405,1948-04-05,0.25,0.06,-0.09,0.003
19480406,1948-04-06,0.49,-0.42,0.25,0.003
19480407,1948-04-07,-0.21,-0.12,0.15,0.003
19480408,1948-04-08,0.29,-0.23,0.53,0.003
19480409,1948-04-09,0.1,0.33,0.48,0.003
19480410,1948-04-10,0.09,-0.1,0.1,0.003
19480412,1948-04-12,-0.19,0.17,-0.29,0.003
19480413,1948-04-13,0.01,-0.12,0.07,0.003
19480414,1948-04-14,0.01,-0.17,0.47,0.003
19480415,1948-04-15,0.82,0.13,0.89,0.003
19480416,1948-04-16,0.4,0.31,-0.1,0.003
19480417,1948-04-17,-0.07,0.03,-0.32,0.003
19480419,1948-04-19,0.53,-0.08,1.02,0.003
19480420,1948-04-20,-0.13,-0.3,-0.28,0.003
19480421,1948-04-21,0.45,-0.6,1.02,0.003
19480422,1948-04-22,0.83,-0.25,0.42,0.003
19480423,1948-04-23,0.47,0.45,0.46,0.003
19480424,1948-04-24,-0.11,0.36,-0.22,0.003
19480426,1948-04-26,-1.13,0.06,-1.01,0.003
19480427,1948-04-27,0.16,-0.01,0.56,0.003
19480428,1948-04-28,0.25,-0.07,0.23,0.003
19480429,1948-04-29,0.02,-0.18,0.39,0.003
19480430,1948-04-30,-0.18,-0.35,-0.04,0.003
19480501,1948-05-01,-0.24,0.09,-0.34,0.003
19480503,1948-05-03,0.72,-0.34,0.78,0.003
19480504,1948-05-04,0.09,0.09,0.03,0.003
19480505,1948-05-05,-0.57,-0.05,-0.94,0.003
19480506,1948-05-06,0.64,0.01,0.71,0.003
19480507,1948-05-07,0.5,0.17,-0.37,0.003
19480508,1948-05-08,0.26,0,0.06,0.003
19480510,1948-05-10,0.25,-0.59,0.76,0.003
19480511,1948-05-11,0.45,0.11,-0.33,0.003
19480512,1948-05-12,0.19,-0.01,0.05,0.003
19480513,1948-05-13,0.57,0.3,-0.02,0.003
19480514,1948-05-14,2.02,0.79,0.22,0.003
19480515,1948-05-15,0.95,0.71,-0.89,0.003
19480517,1948-05-17,0.37,0.44,-0.4,0.003
19480518,1948-05-18,-0.97,-0.26,-0.24,0.003
19480519,1948-05-19,0.18,-0.02,0.26,0.003
19480520,1948-05-20,0.79,0.46,0.59,0.003
19480521,1948-05-21,0.32,0.12,0.08,0.003
19480522,1948-05-22,0.18,0.03,0.12,0.003
19480524,1948-05-24,-0.13,-0.14,-0.46,0.003
19480525,1948-05-25,-0.35,-0.57,-0.56,0.003
19480526,1948-05-26,0.85,-0.07,0.05,0.003
19480527,1948-05-27,-0.11,-0.23,-0.52,0.003
19480528,1948-05-28,0.16,-0.17,0.18,0.003
19480601,1948-06-01,0.17,-0.53,0.1,0.004
19480602,1948-06-02,0.22,-0.38,0.26,0.004
19480603,1948-06-03,-0.32,-0.19,-0.4,0.004
19480604,1948-06-04,-0.75,0.06,-0.43,0.004
19480607,1948-06-07,-0.27,-0.39,0.11,0.004
19480608,1948-06-08,1.52,0.14,1.42,0.004
19480609,1948-06-09,0.52,0.25,0.1,0.004
19480610,1948-06-10,0.11,-0.21,0.49,0.004
19480611,1948-06-11,0.17,-0.19,0.11,0.004
19480614,1948-06-14,0.02,0.01,0.26,0.004
19480615,1948-06-15,0.3,-0.53,0.06,0.004
19480616,1948-06-16,-0.5,-0.1,-0.06,0.004
19480617,1948-06-17,-0.11,0.01,0.58,0.004
19480618,1948-06-18,-0.2,-0.15,0.15,0.004
19480621,1948-06-21,-0.89,-0.44,-0.31,0.004
19480622,1948-06-22,-0.07,-0.04,0.81,0.004
19480623,1948-06-23,0.79,0.64,0.3,0.004
19480624,1948-06-24,-0.13,0.59,-0.14,0.004
19480625,1948-06-25,-0.36,0.05,-0.19,0.004
19480628,1948-06-28,-1.15,-0.31,-0.97,0.004
19480629,1948-06-29,0.36,-0.04,0.25,0.004
19480630,1948-06-30,0.5,-0.01,0.39,0.004
19480701,1948-07-01,-0.21,0.03,-0.18,0.004
19480702,1948-07-02,0.68,-0.4,0.6,0.004
19480706,1948-07-06,0.12,0.12,0.23,0.004
19480707,1948-07-07,-0.28,0.01,0.05,0.004
19480708,1948-07-08,0.05,-0.13,0.2,0.004
19480709,1948-07-09,0.57,0.09,0.24,0.004
19480712,1948-07-12,-0.03,0.26,0.42,0.004
19480713,1948-07-13,-0.46,0.04,0.04,0.004
19480714,1948-07-14,0.13,-0.23,0.28,0.004
19480715,1948-07-15,-1.62,0.23,-1.14,0.004
19480716,1948-07-16,-1.4,0.08,-0.38,0.004
19480719,1948-07-19,-3.17,-0.08,-0.75,0.004
19480720,1948-07-20,1.43,-0.19,0.51,0.004
19480721,1948-07-21,0.52,0.1,-0.17,0.004
19480722,1948-07-22,0.63,-0.21,0.18,0.004
19480723,1948-07-23,0.34,-0.01,-0.05,0.004
19480726,1948-07-26,-0.71,0.2,-0.47,0.004
19480727,1948-07-27,0.86,-0.87,0.58,0.004
19480728,1948-07-28,-0.41,0.41,0.18,0.004
19480729,1948-07-29,-0.73,0.21,-0.12,0.004
19480730,1948-07-30,-1.44,-0.03,-0.06,0.004
19480802,1948-08-02,-0.02,-0.27,-0.08,0.004
19480803,1948-08-03,0.1,0.02,0.2,0.004
19480804,1948-08-04,1.29,-0.6,0.61,0.004
19480805,1948-08-05,-0.16,0.17,-0.32,0.004
19480806,1948-08-06,0.09,-0.29,0.37,0.004
19480809,1948-08-09,-0.81,0.23,-0.42,0.004
19480810,1948-08-10,-0.94,0.16,-0.5,0.004
19480811,1948-08-11,-0.74,-0.76,-0.33,0.004
19480812,1948-08-12,0.36,0.22,-0.11,0.004
19480813,1948-08-13,-0.01,0.08,-0.23,0.004
19480816,1948-08-16,0.11,-0.19,-0.1,0.004
19480817,1948-08-17,1.02,-0.13,0.45,0.004
19480818,1948-08-18,0.01,0.3,-0.3,0.004
19480819,1948-08-19,0.18,-0.47,0.32,0.004
19480820,1948-08-20,0.67,-0.25,0.21,0.004
19480823,1948-08-23,-1.02,0.32,-0.41,0.004
19480824,1948-08-24,0.32,-0.11,0.45,0.004
19480825,1948-08-25,-0.17,0.13,-0.3,0.004
19480826,1948-08-26,0.11,-0.18,0.11,0.004
19480827,1948-08-27,0.5,-0.06,0.31,0.004
19480830,1948-08-30,-0.45,0.39,-0.02,0.004
19480831,1948-08-31,-0.15,0.15,0.4,0.004
19480901,1948-09-01,1.24,-0.15,0.57,0.002
19480902,1948-09-02,0.68,-0.01,0.24,0.002
19480903,1948-09-03,-0.06,-0.14,-0.21,0.002
19480907,1948-09-07,0.41,-0.18,0.41,0.002
19480908,1948-09-08,-1.45,0.2,-1.1,0.002
19480909,1948-09-09,-1.63,0.04,-0.68,0.002
19480910,1948-09-10,-0.06,-0.33,0,0.002
19480913,1948-09-13,-0.74,0.29,-0.06,0.002
19480914,1948-09-14,0.79,-0.38,0.36,0.002
19480915,1948-09-15,-0.07,0.37,-0.18,0.002
19480916,1948-09-16,0.04,-0.11,0.2,0.002
19480917,1948-09-17,-0.49,-0.02,-0.35,0.002
19480920,1948-09-20,-1.81,-0.09,-1.08,0.002
19480921,1948-09-21,0.61,-0.63,0.36,0.002
19480922,1948-09-22,0.5,0.12,0.5,0.002
19480923,1948-09-23,-0.33,0.31,-0.34,0.002
19480924,1948-09-24,0.17,-0.25,0.02,0.002
19480927,1948-09-27,-2.3,0.22,-1.18,0.002
19480928,1948-09-28,0.92,-0.66,0.41,0.002
19480929,1948-09-29,0.96,-0.08,0.36,0.002
19480930,1948-09-30,-0.33,0.2,0.07,0.002
19481001,1948-10-01,1,-0.56,0.21,0.002
19481002,1948-10-02,0.52,0.11,0.42,0.002
19481004,1948-10-04,0.54,-0.03,-0.01,0.002
19481005,1948-10-05,-0.36,-0.03,-0.37,0.002
19481006,1948-10-06,0.33,0.05,0.23,0.002
19481007,1948-10-07,0.56,-0.08,0.15,0.002
19481008,1948-10-08,-0.17,0,-0.16,0.002
19481009,1948-10-09,0.06,0.06,0.1,0.002
19481011,1948-10-11,-0.04,-0.18,-0.57,0.002
19481013,1948-10-13,0.95,-0.28,0.63,0.002
19481014,1948-10-14,0.32,0.11,0.01,0.002
19481015,1948-10-15,-0.06,0.01,0.02,0.002
19481016,1948-10-16,0.22,-0.08,0.24,0.002
19481018,1948-10-18,0.27,-0.01,0.18,0.002
19481019,1948-10-19,0.4,-0.1,0.15,0.002
19481020,1948-10-20,0.47,0.26,0.21,0.002
19481021,1948-10-21,0.13,0.13,0.38,0.002
19481022,1948-10-22,1.37,-0.12,0.45,0.002
19481023,1948-10-23,0.31,0.18,0.15,0.002
19481025,1948-10-25,-0.54,-0.02,-0.62,0.002
19481026,1948-10-26,-0.06,-0.14,-0.21,0.002
19481027,1948-10-27,-0.15,-0.22,-0.55,0.002
19481028,1948-10-28,-0.67,-0.02,-0.4,0.002
19481029,1948-10-29,0.21,-0.34,-0.19,0.002
19481030,1948-10-30,0.23,-0.11,0.13,0.002
19481101,1948-11-01,0.78,0.19,0.36,0.002
19481103,1948-11-03,-4.43,-0.76,-1.61,0.002
19481104,1948-11-04,1.51,0.67,0.12,0.002
19481105,1948-11-05,-3.94,0.11,-1.75,0.002
19481106,1948-11-06,0.36,0.03,0.44,0.002
19481108,1948-11-08,0.2,-0.11,0.28,0.002
19481109,1948-11-09,-3.01,0,-1.63,0.002
19481110,1948-11-10,-0.19,-0.35,0.12,0.002
19481112,1948-11-12,0.39,0.3,0.08,0.002
19481113,1948-11-13,0.24,-0.03,-0.13,0.002
19481115,1948-11-15,1.14,-0.2,0.53,0.002
19481116,1948-11-16,0.31,0.05,0.01,0.002
19481117,1948-11-17,-0.31,-0.06,-0.11,0.002
19481118,1948-11-18,0.27,0.11,-0.25,0.002
19481119,1948-11-19,0.41,-0.04,0.34,0.002
19481120,1948-11-20,0.17,0.05,0.16,0.002
19481122,1948-11-22,-0.63,0,-0.65,0.002
19481123,1948-11-23,-0.23,-0.4,-0.05,0.002
19481124,1948-11-24,-1.48,-0.11,-0.41,0.002
19481126,1948-11-26,-0.03,-0.06,-0.11,0.002
19481127,1948-11-27,-0.05,0.19,-0.09,0.002
19481129,1948-11-29,-0.7,-0.01,-0.25,0.002
19481130,1948-11-30,-0.31,-0.13,0.22,0.002
19481201,1948-12-01,1.57,-0.45,0.72,0.002
19481202,1948-12-02,0.36,0.34,0.18,0.002
19481203,1948-12-03,0.55,-0.24,0.1,0.002
19481204,1948-12-04,0.8,-0.2,0.42,0.002
19481206,1948-12-06,0.13,-0.09,0.08,0.002
19481207,1948-12-07,0.05,-0.03,-0.47,0.002
19481208,1948-12-08,-0.16,0.01,-0.26,0.002
19481209,1948-12-09,-0.27,-0.13,-0.35,0.002
19481210,1948-12-10,0.17,-0.25,-0.22,0.002
19481211,1948-12-11,0.74,-0.08,0.6,0.002
19481213,1948-12-13,-0.05,0,0.06,0.002
19481214,1948-12-14,-0.5,-0.24,-0.6,0.002
19481215,1948-12-15,-0.35,0.02,-0.35,0.002
19481216,1948-12-16,-0.24,-0.16,-0.42,0.002
19481217,1948-12-17,0.2,-0.08,-0.07,0.002
19481218,1948-12-18,-0.05,0.29,-0.17,0.002
19481220,1948-12-20,0.1,-0.39,-0.3,0.002
19481221,1948-12-21,-0.22,-0.03,0.03,0.002
19481222,1948-12-22,0.02,-0.11,0.14,0.002
19481223,1948-12-23,0.09,0.05,-0.01,0.002
19481224,1948-12-24,0.66,-0.1,0.51,0.002
19481227,1948-12-27,-0.38,-0.08,-0.75,0.002
19481228,1948-12-28,-0.71,-0.77,0.19,0.002
19481229,1948-12-29,1.12,-0.19,-0.15,0.002
19481230,1948-12-30,0.07,0.13,-0.48,0.002
19481231,1948-12-31,-0.47,-0.01,-0.28,0.002
19490103,1949-01-03,-1.38,0.77,-0.13,0.004
19490104,1949-01-04,0.42,0.29,0.81,0.004
19490105,1949-01-05,1.01,0.18,0.25,0.004
19490106,1949-01-06,1.99,0.13,0.34,0.004
19490107,1949-01-07,0.8,0.75,0.17,0.004
19490108,1949-01-08,0.05,0,-0.24,0.004
19490110,1949-01-10,-0.69,0.13,-0.6,0.004
19490111,1949-01-11,0.04,-0.07,0.02,0.004
19490112,1949-01-12,-0.07,0.18,-0.05,0.004
19490113,1949-01-13,-0.53,0.01,-0.12,0.004
19490114,1949-01-14,-0.83,-0.27,-0.23,0.004
19490115,1949-01-15,0.2,0.01,0.31,0.004
19490117,1949-01-17,0.28,-0.21,-0.04,0.004
19490118,1949-01-18,0.27,0.23,-0.03,0.004
19490119,1949-01-19,0.29,-0.12,0.34,0.004
19490120,1949-01-20,0.45,-0.03,0.07,0.004
19490121,1949-01-21,-0.14,0.2,-0.04,0.004
19490122,1949-01-22,0.15,0.07,-0.07,0.004
19490124,1949-01-24,-0.32,0.04,0.31,0.004
19490125,1949-01-25,-0.65,0.08,-0.15,0.004
19490126,1949-01-26,-0.3,-0.15,0.27,0.004
19490127,1949-01-27,-0.39,0,0.16,0.004
19490128,1949-01-28,-0.4,-0.26,-0.38,0.004
19490129,1949-01-29,0.17,-0.09,0.19,0.004
19490131,1949-01-31,-0.14,-0.13,0.11,0.004
19490201,1949-02-01,0.5,-0.33,-0.09,0.004
19490202,1949-02-02,0.18,0.12,0.07,0.004
19490203,1949-02-03,-0.24,0.02,-0.21,0.004
19490204,1949-02-04,-1.32,0.14,-0.57,0.004
19490205,1949-02-05,-1.48,0.11,-0.79,0.004
19490207,1949-02-07,-0.71,-0.08,-0.24,0.004
19490208,1949-02-08,-0.14,-0.28,0.41,0.004
19490209,1949-02-09,0.59,-0.21,0.18,0.004
19490210,1949-02-10,-1.18,0.19,-0.22,0.004
19490211,1949-02-11,0,-0.4,0.16,0.004
19490214,1949-02-14,0.16,-0.04,0.16,0.004
19490215,1949-02-15,0.4,-0.12,-0.03,0.004
19490216,1949-02-16,0.57,-0.34,0.06,0.004
19490217,1949-02-17,0.85,-0.12,0.28,0.004
19490218,1949-02-18,-0.21,0.22,-0.12,0.004
19490219,1949-02-19,-0.13,-0.04,-0.09,0.004
19490221,1949-02-21,-0.25,-0.17,-0.26,0.004
19490223,1949-02-23,-0.71,-0.03,-0.52,0.004
19490224,1949-02-24,-0.91,0.04,-0.29,0.004
19490225,1949-02-25,-0.18,-0.09,0.36,0.004
19490226,1949-02-26,0.42,0,0.2,0.004
19490228,1949-02-28,0.87,-0.58,0.7,0.004
19490301,1949-03-01,0.52,0.15,0.33,0.004
19490302,1949-03-02,-0.01,0.05,-0.18,0.004
19490303,1949-03-03,-0.06,0.28,-0.33,0.004
19490304,1949-03-04,0.22,-0.35,-0.05,0.004
19490305,1949-03-05,0.89,-0.06,0.32,0.004
19490307,1949-03-07,0.49,0.13,0.25,0.004
19490308,1949-03-08,0.35,0.2,0.07,0.004
19490309,1949-03-09,-0.16,0.01,-0.21,0.004
19490310,1949-03-10,0.11,-0.11,-0.05,0.004
19490311,1949-03-11,0.92,-0.21,0.26,0.004
19490312,1949-03-12,0.34,0.27,0.32,0.004
19490314,1949-03-14,0,-0.16,-0.05,0.004
19490315,1949-03-15,-0.63,0.23,-0.4,0.004
19490316,1949-03-16,-0.38,-0.05,-0.07,0.004
19490317,1949-03-17,0.38,-0.2,0.29,0.004
19490318,1949-03-18,-0.22,0.26,-0.08,0.004
19490319,1949-03-19,-0.03,0.14,0.01,0.004
19490321,1949-03-21,-0.21,0.11,0.31,0.004
19490322,1949-03-22,-0.75,-0.14,-1.02,0.004
19490323,1949-03-23,0.95,-0.65,0.67,0.004
19490324,1949-03-24,0.36,0.45,0.35,0.004
19490325,1949-03-25,-0.5,-0.01,-0.34,0.004
19490326,1949-03-26,0.07,0.15,0.06,0.004
19490328,1949-03-28,0.1,0.03,-0.16,0.004
19490329,1949-03-29,1.76,0.51,1.08,0.004
19490330,1949-03-30,0.27,1.1,0.23,0.004
19490331,1949-03-31,-0.79,0.27,-0.33,0.004
19490401,1949-04-01,-0.64,0.01,-0.21,0.004
19490402,1949-04-02,0.3,0.12,0.06,0.004
19490404,1949-04-04,0.12,-0.29,0.03,0.004
19490405,1949-04-05,0.05,0.06,-0.02,0.004
19490406,1949-04-06,-0.2,-0.01,0.11,0.004
19490407,1949-04-07,-0.26,-0.25,-0.13,0.004
19490408,1949-04-08,0.15,-0.31,0.29,0.004
19490409,1949-04-09,0.28,0.21,0.29,0.004
19490411,1949-04-11,-0.21,0.17,-0.32,0.004
19490412,1949-04-12,0.1,0.05,0.03,0.004
19490413,1949-04-13,-0.05,-0.13,-0.26,0.004
19490414,1949-04-14,-0.18,0,-0.08,0.004
19490416,1949-04-16,0.3,-0.07,0.01,0.004
19490418,1949-04-18,0.11,-0.4,-0.46,0.004
19490419,1949-04-19,-0.32,0.11,-0.19,0.004
19490420,1949-04-20,-0.19,-0.08,0.02,0.004
19490421,1949-04-21,-1.47,0.01,-0.64,0.004
19490422,1949-04-22,0.05,-0.1,0.21,0.004
19490423,1949-04-23,0.4,0.08,0.21,0.004
19490425,1949-04-25,-0.27,0.2,0.2,0.004
19490426,1949-04-26,0.35,-0.03,0.27,0.004
19490427,1949-04-27,0.06,-0.04,-0.39,0.004
19490428,1949-04-28,-0.52,0.16,-0.36,0.004
19490429,1949-04-29,-0.02,-0.34,-0.08,0.004
19490430,1949-04-30,0.2,-0.04,0.27,0.004
19490502,1949-05-02,0.15,-0.19,-0.08,0.004
19490503,1949-05-03,0.37,-0.58,-0.16,0.004
19490504,1949-05-04,0.95,0,0.21,0.004
19490505,1949-05-05,0.04,0.24,-0.19,0.004
19490506,1949-05-06,-0.37,-0.11,-0.2,0.004
19490507,1949-05-07,-0.03,0.15,-0.05,0.004
19490509,1949-05-09,-0.24,-0.17,-0.36,0.004
19490510,1949-05-10,-0.17,-0.12,-0.2,0.004
19490511,1949-05-11,0.15,0.1,0.11,0.004
19490512,1949-05-12,0.26,0.02,0.19,0.004
19490513,1949-05-13,0.11,-0.02,0.35,0.004
19490514,1949-05-14,0.26,0.24,0.59,0.004
19490516,1949-05-16,0.24,0.08,-0.06,0.004
19490517,1949-05-17,-0.26,0.23,-0.43,0.004
19490518,1949-05-18,-0.2,-0.04,0,0.004
19490519,1949-05-19,-0.59,-0.19,-0.47,0.004
19490520,1949-05-20,-0.39,-0.03,-0.28,0.004
19490521,1949-05-21,0.02,0.28,0.11,0.004
