Date_str,Date,Mkt-RF,SMB,HML,RF
19451205,1945-12-05,0.11,0.29,-0.06,0.001
19451206,1945-12-06,0.72,0.44,-0.37,0.001
19451207,1945-12-07,0.31,0.19,0.05,0.001
19451208,1945-12-08,0.45,0.2,0.03,0.001
19451210,1945-12-10,0.28,0.5,0.3,0.001
19451211,1945-12-11,-0.19,-0.03,-0.41,0.001
19451212,1945-12-12,-1.46,-0.42,-0.69,0.001
19451213,1945-12-13,-0.39,-0.29,0.02,0.001
19451214,1945-12-14,0.22,0.22,0.06,0.001
19451215,1945-12-15,0.35,0.19,0.24,0.001
19451217,1945-12-17,-2.56,-1.16,-1.23,0.001
19451218,1945-12-18,0.72,-0.12,0.57,0.001
19451219,1945-12-19,0.15,0.67,-0.19,0.001
19451220,1945-12-20,-0.57,-0.11,-0.12,0.001
19451221,1945-12-21,-0.09,0.08,-0.05,0.001
19451222,1945-12-22,1.04,0.35,0.21,0.001
19451226,1945-12-26,1.2,0.23,0.22,0.001
19451227,1945-12-27,-0.64,0.02,0.26,0.001
19451228,1945-12-28,0.07,-0.15,-0.08,0.001
19451229,1945-12-29,0.27,-0.11,-0.22,0.001
19451231,1945-12-31,-0.03,-0.14,-0.41,0.001
19460102,1946-01-02,-0.51,-0.07,-0.26,0.001
19460103,1946-01-03,-0.27,-0.41,-0.31,0.001
19460104,1946-01-04,-0.17,0.39,0.28,0.001
19460105,1946-01-05,0.35,0.04,0.07,0.001
19460107,1946-01-07,0.13,0.22,0.1,0.001
19460108,1946-01-08,2.1,0.62,0.87,0.001
19460109,1946-01-09,1.46,0.31,0.22,0.001
19460110,1946-01-10,0.62,0.06,-0.12,0.001
19460111,1946-01-11,0.31,0.14,0.21,0.001
19460112,1946-01-12,-0.5,-0.36,-0.06,0.001
19460114,1946-01-14,1.45,0.6,0.54,0.001
19460115,1946-01-15,0.22,0.05,-0.32,0.001
19460116,1946-01-16,0.15,0.06,0.42,0.001
19460117,1946-01-17,-0.26,0.28,-0.21,0.001
19460118,1946-01-18,-0.18,0.14,-0.13,0.001
19460119,1946-01-19,-0.83,0.25,0.26,0.001
19460121,1946-01-21,-1.76,-0.29,-0.23,0.001
19460122,1946-01-22,0.62,0.57,0.7,0.001
19460123,1946-01-23,1.12,0.87,0.18,0.001
19460124,1946-01-24,0.41,0.59,-0.39,0.001
19460125,1946-01-25,-0.14,-0.02,0.09,0.001
19460126,1946-01-26,0.11,0.36,0.26,0.001
19460128,1946-01-28,2.29,-0.04,0.19,0.001
19460129,1946-01-29,0.23,0,0.18,0.001
19460130,1946-01-30,-0.48,-0.38,-0.32,0.001
19460131,1946-01-31,-0.25,-0.38,0.17,0.001
19460201,1946-02-01,0.57,-0.12,0.72,0.001
19460202,1946-02-02,0.54,0.37,-0.13,0.001
19460204,1946-02-04,-0.54,0.1,-0.05,0.001
19460205,1946-02-05,0.36,-0.08,0.65,0.001
19460206,1946-02-06,-0.63,0.07,-0.3,0.001
19460207,1946-02-07,-0.05,-0.2,0.39,0.001
19460208,1946-02-08,-0.31,0,-0.32,0.001
19460209,1946-02-09,-0.83,-0.23,-0.52,0.001
19460211,1946-02-11,-0.59,0.21,-0.79,0.001
19460213,1946-02-13,-1.16,-0.5,0.06,0.001
19460214,1946-02-14,0.76,0.9,0.2,0.001
19460215,1946-02-15,1.87,0.41,0.1,0.001
19460216,1946-02-16,0.99,0.17,-0.21,0.001
19460218,1946-02-18,-1.45,-0.19,-0.63,0.001
19460219,1946-02-19,-3.3,-1.08,-0.59,0.001
19460220,1946-02-20,-1.68,-0.17,0.12,0.001
19460221,1946-02-21,2.03,0.71,0.22,0.001
19460225,1946-02-25,-4.47,-1.01,-0.79,0.001
19460226,1946-02-26,-0.48,-0.44,0.38,0.001
19460227,1946-02-27,2.06,0.73,0.32,0.001
19460228,1946-02-28,0.55,-0.22,-0.31,0.001
19460301,1946-03-01,-0.2,0.41,-0.12,0.001
19460302,1946-03-02,-0.6,-0.49,-0.26,0.001
19460304,1946-03-04,-0.1,-0.27,0.14,0.001
19460305,1946-03-05,1.21,0.1,-0.31,0.001
19460306,1946-03-06,-0.33,-0.18,0.06,0.001
19460307,1946-03-07,0.77,0.12,-0.23,0.001
19460308,1946-03-08,0.77,0.13,-0.07,0.001
19460309,1946-03-09,0.27,0.05,0.05,0.001
19460311,1946-03-11,-0.89,-0.04,-0.23,0.001
19460312,1946-03-12,0.32,-0.29,0.19,0.001
19460313,1946-03-13,-1.64,-0.87,-0.36,0.001
19460314,1946-03-14,-0.06,0.22,-0.09,0.001
19460315,1946-03-15,1.07,0.15,0.38,0.001
19460316,1946-03-16,1.08,0.13,-0.01,0.001
19460318,1946-03-18,0.73,0.44,0,0.001
19460319,1946-03-19,-0.39,0.36,-0.37,0.001
19460320,1946-03-20,0.79,-0.44,0.27,0.001
19460321,1946-03-21,0.59,0.5,0.19,0.001
19460322,1946-03-22,0.26,0.17,-0.2,0.001
19460323,1946-03-23,0.38,-0.03,0.12,0.001
19460325,1946-03-25,1.5,0.18,0.06,0.001
19460326,1946-03-26,0.01,0.21,-0.3,0.001
19460327,1946-03-27,-0.64,-0.38,0.04,0.001
19460328,1946-03-28,-0.12,-0.02,0.18,0.001
19460329,1946-03-29,0.75,0.26,0.32,0.001
19460330,1946-03-30,0.28,-0.12,0.06,0.001
19460401,1946-04-01,-0.11,-0.11,-0.18,0.001
19460402,1946-04-02,0.11,0.32,-0.02,0.001
19460403,1946-04-03,1.46,0.32,0.29,0.001
19460404,1946-04-04,1.07,0.71,0.06,0.001
19460405,1946-04-05,-0.06,0.12,-0.12,0.001
19460406,1946-04-06,0.22,-0.11,-0.11,0.001
19460408,1946-04-08,0.05,-0.07,-0.33,0.001
19460409,1946-04-09,1.09,-0.1,-0.14,0.001
19460410,1946-04-10,-0.19,0.2,0.09,0.001
19460411,1946-04-11,-0.26,-0.35,-0.09,0.001
19460412,1946-04-12,-0.03,0.16,-0.15,0.001
19460413,1946-04-13,-0.49,0.11,-0.18,0.001
19460415,1946-04-15,0,0.1,-0.11,0.001
19460416,1946-04-16,1.23,-0.01,0.17,0.001
19460417,1946-04-17,0.04,0.25,0.06,0.001
19460418,1946-04-18,0.38,0.28,0.53,0.001
19460420,1946-04-20,0.06,0.22,0.13,0.001
19460422,1946-04-22,-0.08,-0.09,-0.25,0.001
19460423,1946-04-23,-0.25,-0.29,0.07,0.001
19460424,1946-04-24,-0.75,-0.18,-0.28,0.001
19460425,1946-04-25,-0.55,0.11,-0.1,0.001
19460426,1946-04-26,0.23,0.22,0.52,0.001
19460427,1946-04-27,0.65,0.15,0.41,0.001
19460429,1946-04-29,0.1,0.17,0,0.001
19460430,1946-04-30,0.28,0.13,0.06,0.001
19460501,1946-05-01,-0.23,-0.1,0.17,0.001
19460502,1946-05-02,-0.38,0.23,-0.24,0.001
19460503,1946-05-03,-0.78,-0.11,-0.18,0.001
19460504,1946-05-04,-0.39,-0.25,-0.05,0.001
19460506,1946-05-06,-0.69,-0.32,0.4,0.001
19460507,1946-05-07,1.5,0.56,0.52,0.001
19460508,1946-05-08,0.12,0.31,-0.26,0.001
19460509,1946-05-09,0.13,0.51,0.33,0.001
19460510,1946-05-10,1.52,0.74,0.69,0.001
19460511,1946-05-11,0.5,-0.06,-0.34,0.001
19460513,1946-05-13,-0.12,0.18,-0.38,0.001
19460514,1946-05-14,-0.24,-0.11,-0.04,0.001
19460515,1946-05-15,-0.61,-0.31,0.21,0.001
19460516,1946-05-16,0.54,0.05,0.01,0.001
19460517,1946-05-17,-0.06,0.29,-0.64,0.001
19460518,1946-05-18,-0.43,-0.13,-0.23,0.001
19460520,1946-05-20,0.71,-0.13,0.34,0.001
19460521,1946-05-21,0.29,0.19,0.47,0.001
19460522,1946-05-22,0.48,0.04,0.47,0.001
19460523,1946-05-23,-0.07,0.05,-0.03,0.001
19460524,1946-05-24,-0.02,-0.01,-0.08,0.001
19460527,1946-05-27,0.88,0.18,0.08,0.001
19460528,1946-05-28,1.14,0.03,0.32,0.001
19460529,1946-05-29,0.18,-0.12,-0.26,0.001
19460531,1946-05-31,-0.06,-0.23,-0.01,0.001
19460603,1946-06-03,-0.57,-0.03,-0.14,0.001
19460604,1946-06-04,-0.57,-0.29,-0.2,0.001
19460605,1946-06-05,-0.61,-0.15,-0.1,0.001
19460606,1946-06-06,-0.02,-0.27,0.11,0.001
19460607,1946-06-07,0.13,0.08,-0.1,0.001
19460610,1946-06-10,0.18,0.3,0.15,0.001
19460611,1946-06-11,-0.91,0.14,-0.13,0.001
19460612,1946-06-12,0.08,-0.41,0.22,0.001
19460613,1946-06-13,0.57,-0.06,0.13,0.001
19460614,1946-06-14,-0.14,0.14,-0.07,0.001
19460617,1946-06-17,0.08,0.01,0.31,0.001
19460618,1946-06-18,-1.57,-0.31,-0.48,0.001
19460619,1946-06-19,-0.62,-0.3,0.25,0.001
19460620,1946-06-20,-2.06,-0.16,-0.44,0.001
19460621,1946-06-21,0.79,-0.1,-0.22,0.001
19460624,1946-06-24,0.34,-0.09,0.19,0.001
19460625,1946-06-25,-0.64,-0.13,-0.53,0.001
19460626,1946-06-26,-0.36,-0.72,-0.02,0.001
19460627,1946-06-27,1.77,0.52,0.59,0.001
19460628,1946-06-28,0.24,0.21,0.09,0.001
19460701,1946-07-01,0.68,0.09,-0.04,0.001
19460702,1946-07-02,-0.23,-0.5,0.09,0.001
19460703,1946-07-03,-0.11,-0.03,0.26,0.001
19460705,1946-07-05,-0.17,-0.03,-0.28,0.001
19460708,1946-07-08,-0.25,-0.14,0.18,0.001
19460709,1946-07-09,0.37,-0.14,0.02,0.001
19460710,1946-07-10,0.27,-0.02,0.09,0.001
19460711,1946-07-11,-0.48,-0.1,-0.24,0.001
19460712,1946-07-12,-0.85,-0.42,-0.21,0.001
19460715,1946-07-15,-1.75,-0.68,0.06,0.001
19460716,1946-07-16,-0.2,-0.34,0.47,0.001
19460717,1946-07-17,0.5,0.32,0.13,0.001
19460718,1946-07-18,-0.05,0.38,-0.28,0.001
19460719,1946-07-19,-0.4,-0.25,-0.14,0.001
19460722,1946-07-22,-0.39,-0.37,-0.46,0.001
19460723,1946-07-23,-2.99,-0.94,-0.29,0.001
19460724,1946-07-24,0.02,-0.09,0.33,0.001
19460725,1946-07-25,0.71,0.45,0.27,0.001
19460726,1946-07-26,0.59,0.31,0.33,0.001
19460729,1946-07-29,0.4,0.03,0.22,0.001
19460730,1946-07-30,0.6,0.06,-0.3,0.001
19460731,1946-07-31,1.09,0.49,-0.09,0.001
19460801,1946-08-01,0.5,0.02,0.09,0.001
19460802,1946-08-02,0.09,-0.05,-0.13,0.001
19460805,1946-08-05,-0.5,0.23,0.22,0.001
19460806,1946-08-06,-0.35,-0.15,0.03,0.001
19460807,1946-08-07,0.84,-0.04,0.25,0.001
19460808,1946-08-08,0.5,-0.17,0.07,0.001
19460809,1946-08-09,-0.25,0.02,-0.04,0.001
19460812,1946-08-12,0.13,-0.12,-0.11,0.001
19460813,1946-08-13,0.62,-0.31,0.08,0.001
19460814,1946-08-14,-0.05,-0.14,-0.07,0.001
19460815,1946-08-15,-0.96,-0.02,-0.24,0.001
19460816,1946-08-16,-0.81,-0.27,0.44,0.001
19460819,1946-08-19,-0.27,-0.07,0.29,0.001
19460820,1946-08-20,0.61,0.12,-0.01,0.001
19460821,1946-08-21,-0.78,0.06,-0.19,0.001
19460822,1946-08-22,-1.6,-0.91,-0.39,0.001
19460823,1946-08-23,0.58,0.36,0.05,0.001
19460826,1946-08-26,-0.57,0.03,-0.3,0.001
19460827,1946-08-27,-3.3,-1.34,0.13,0.001
19460828,1946-08-28,-0.95,-0.05,0.07,0.001
19460829,1946-08-29,0.37,0.83,0.04,0.001
19460830,1946-08-30,-0.48,-0.01,0.3,0.001
19460903,1946-09-03,-6.9,-1.78,-0.95,0.001
19460904,1946-09-04,-0.76,-1,-0.21,0.001
19460905,1946-09-05,3.49,0.91,0.21,0.001
19460906,1946-09-06,-1.09,0.16,-0.23,0.001
19460909,1946-09-09,-5.29,-1.76,-0.63,0.001
19460910,1946-09-10,-2.52,-0.59,-0.34,0.001
19460911,1946-09-11,2.95,-0.04,0.39,0.001
19460912,1946-09-12,0.12,0.43,0.46,0.001
19460913,1946-09-13,1.85,0.39,-0.11,0.001
19460916,1946-09-16,0.75,0.55,0.37,0.001
19460917,1946-09-17,-0.68,-0.32,-0.06,0.001
19460918,1946-09-18,-3.19,-1.45,-0.57,0.001
19460919,1946-09-19,-2.91,-0.66,-0.83,0.001
19460920,1946-09-20,2.37,0,0.32,0.001
19460923,1946-09-23,-1.6,0.87,0.13,0.001
19460924,1946-09-24,1.72,-1,0.33,0.001
19460925,1946-09-25,2.38,0.95,-0.09,0.001
19460926,1946-09-26,1.09,-0.05,0.31,0.001
19460927,1946-09-27,-0.69,0.12,-0.05,0.001
19460930,1946-09-30,-1.08,-0.35,-0.42,0.001
19461001,1946-10-01,-0.32,0.05,0.07,0.001
19461002,1946-10-02,0.95,-0.13,-0.01,0.001
19461003,1946-10-03,-0.44,-0.35,-0.16,0.001
19461004,1946-10-04,-1.12,0.07,0.18,0.001
19461005,1946-10-05,-0.66,0.31,-0.02,0.001
19461007,1946-10-07,-0.1,-0.45,0.5,0.001
19461008,1946-10-08,-1.09,0.36,-0.16,0.001
19461009,1946-10-09,-2.86,-1.01,-0.09,0.001
19461010,1946-10-10,1.23,-0.59,0.67,0.001
19461011,1946-10-11,2.07,0.69,0.4,0.001
19461014,1946-10-14,0.95,0.24,-0.24,0.001
19461015,1946-10-15,3.84,0.63,0.45,0.001
19461016,1946-10-16,-0.22,1.09,-0.23,0.001
19461017,1946-10-17,-1.75,-0.7,-0.3,0.001
19461018,1946-10-18,-0.25,-0.08,0.31,0.001
19461019,1946-10-19,-0.16,-0.01,0.23,0.001
19461021,1946-10-21,0.25,-0.06,0.39,0.001
19461022,1946-10-22,-0.6,-0.06,0.13,0.001
19461023,1946-10-23,-0.91,-0.24,-0.19,0.001
19461024,1946-10-24,0.11,0.24,0.63,0.001
19461025,1946-10-25,-0.5,-0.15,0.33,0.001
19461026,1946-10-26,-0.08,0.27,-0.19,0.001
19461028,1946-10-28,-1.75,0.13,-0.43,0.001
19461029,1946-10-29,-0.91,-0.26,0.11,0.001
19461030,1946-10-30,-0.06,-0.55,0.61,0.001
19461031,1946-10-31,3.23,0.8,0.58,0.001
19461101,1946-11-01,1.85,0.98,0.06,0.001
19461102,1946-11-02,0.62,0.01,0.16,0.001
19461104,1946-11-04,0.76,0.01,-0.2,0.001
19461106,1946-11-06,-3.71,0.23,-0.72,0.001
19461107,1946-11-07,0.44,-0.58,0.52,0.001
19461108,1946-11-08,0.58,-0.1,0.6,0.001
19461109,1946-11-09,0.98,0.3,0.57,0.001
19461112,1946-11-12,-0.45,0.25,-0.78,0.001
19461113,1946-11-13,-0.79,-0.6,0.58,0.001
19461114,1946-11-14,0.55,0.09,0.02,0.001
19461115,1946-11-15,-0.93,-0.06,-0.08,0.001
19461116,1946-11-16,-0.08,-0.06,0.04,0.001
19461118,1946-11-18,-0.92,-0.23,-0.23,0.001
19461119,1946-11-19,-0.42,-0.39,0.1,0.001
19461120,1946-11-20,-0.67,-0.21,0.08,0.001
19461121,1946-11-21,-1.74,-0.47,-0.33,0.001
19461122,1946-11-22,-0.51,-0.01,0.39,0.001
19461123,1946-11-23,1.61,0.37,0.21,0.001
19461125,1946-11-25,-0.29,-0.14,0.28,0.001
19461126,1946-11-26,1.28,-0.14,0.31,0.001
19461127,1946-11-27,0.89,0.19,-0.19,0.001
19461129,1946-11-29,1.02,-0.18,0.28,0.001
19461130,1946-11-30,0.07,0.36,-0.14,0.001
19461202,1946-12-02,-1.54,-0.21,-0.26,0.001
19461203,1946-12-03,0.38,-0.25,0.31,0.001
19461204,1946-12-04,1.76,0.17,-0.21,0.001
19461205,1946-12-05,-0.55,-0.29,-0.05,0.001
19461206,1946-12-06,0.44,0.1,-0.13,0.001
19461207,1946-12-07,0.81,0.99,0.34,0.001
19461209,1946-12-09,3.11,-0.27,-0.28,0.001
19461210,1946-12-10,-0.05,0.17,-0.27,0.001
19461211,1946-12-11,0.15,-0.45,-0.05,0.001
19461212,1946-12-12,-1.15,-0.01,-0.27,0.001
19461213,1946-12-13,0.16,-0.46,0.3,0.001
19461214,1946-12-14,0.58,0.18,-0.09,0.001
19461216,1946-12-16,-0.08,0.29,-0.17,0.001
19461217,1946-12-17,-0.41,0.12,-0.04,0.001
19461218,1946-12-18,0.23,-0.52,-0.02,0.001
19461219,1946-12-19,1.47,0.7,-0.18,0.001
19461220,1946-12-20,0.3,0.54,-0.24,0.001
19461221,1946-12-21,0.21,0.13,0.18,0.001
19461223,1946-12-23,-0.75,0.06,-0.06,0.001
19461224,1946-12-24,-0.16,-0.05,0.19,0.001
19461226,1946-12-26,-0.79,-0.08,-0.13,0.001
19461227,1946-12-27,-0.15,-0.57,-0.14,0.001
19461228,1946-12-28,0.38,0.24,0.06,0.001
19461230,1946-12-30,-0.14,-0.28,-0.11,0.001
19461231,1946-12-31,0.75,-0.11,-0.02,0.001
19470102,1947-01-02,-0.58,0.58,0.07,0.001
19470103,1947-01-03,0.14,-0.44,-0.63,0.001
19470104,1947-01-04,0.28,0.58,0.06,0.001
19470106,1947-01-06,0.84,0.25,-0.06,0.001
19470107,1947-01-07,-0.72,-0.36,0.01,0.001
19470108,1947-01-08,0.17,-0.23,-0.19,0.001
19470109,1947-01-09,0.21,0.32,-0.14,0.001
19470110,1947-01-10,-1.21,-0.49,0.02,0.001
19470111,1947-01-11,-1.3,-0.1,-0.09,0.001
19470113,1947-01-13,-1.62,-0.8,-0.05,0.001
19470114,1947-01-14,0.32,0.07,0.08,0.001
19470115,1947-01-15,-0.52,0.14,0,0.001
19470116,1947-01-16,-0.09,-0.53,0.14,0.001
19470117,1947-01-17,1.7,0.53,0.15,0.001
19470118,1947-01-18,1.07,0.99,-0.37,0.001
19470120,1947-01-20,-1.1,-0.04,0.23,0.001
19470121,1947-01-21,-0.33,-0.21,-0.04,0.001
19470122,1947-01-22,0.29,0.16,0.19,0.001
19470123,1947-01-23,0.81,0.32,-0.09,0.001
19470124,1947-01-24,0.28,0.42,0.08,0.001
19470125,1947-01-25,-0.04,0.15,-0.4,0.001
19470127,1947-01-27,0.7,-0.4,-0.07,0.001
19470128,1947-01-28,0.66,0.34,0.02,0.001
19470129,1947-01-29,1.16,0.3,0.34,0.001
19470130,1947-01-30,-0.17,0.35,-0.05,0.001
19470131,1947-01-31,0.37,0.33,0.09,0.001
19470201,1947-02-01,0.59,0.38,0.69,0.001
19470203,1947-02-03,0.31,0.06,0.26,0.001
19470204,1947-02-04,0.09,-0.24,-0.62,0.001
19470205,1947-02-05,0.24,-0.19,-0.34,0.001
19470206,1947-02-06,-0.18,-0.06,-0.14,0.001
19470207,1947-02-07,1.42,0.35,0.93,0.001
19470208,1947-02-08,0.37,0.26,-0.27,0.001
19470210,1947-02-10,-0.7,0.04,-0.65,0.001
19470211,1947-02-11,0.45,0.23,-0.04,0.001
19470213,1947-02-13,-1.03,0.06,0.14,0.001
19470214,1947-02-14,-0.19,0.05,0.11,0.001
19470215,1947-02-15,-0.01,0.23,-0.2,0.001
19470217,1947-02-17,0.15,-0.09,0.06,0.001
19470218,1947-02-18,-0.14,-0.04,0.2,0.001
19470219,1947-02-19,-0.78,-0.26,-0.14,0.001
19470220,1947-02-20,0.21,-0.1,0.15,0.001
19470221,1947-02-21,0.37,0.27,0.01,0.001
19470224,1947-02-24,-0.68,-0.06,0.1,0.001
19470225,1947-02-25,-1.34,-0.84,-0.12,0.001
19470226,1947-02-26,-1.13,-0.2,-0.07,0.001
19470227,1947-02-27,1.23,0.61,0.08,0.001
19470228,1947-02-28,-0.37,0.29,0.03,0.001
19470301,1947-03-01,0.04,-0.03,-0.01,0.001
19470303,1947-03-03,-0.36,-0.22,0,0.001
19470304,1947-03-04,-0.05,0.01,0.34,0.001
19470305,1947-03-05,1.11,0.08,0.11,0.001
19470306,1947-03-06,0.41,-0.11,0.04,0.001
19470307,1947-03-07,-2.95,-0.25,-0.24,0.001
19470308,1947-03-08,-0.51,-0.43,0.01,0.001
19470310,1947-03-10,-0.44,0.06,-0.06,0.001
19470311,1947-03-11,-0.92,-0.51,0.2,0.001
19470312,1947-03-12,0.73,0.09,0.31,0.001
19470313,1947-03-13,-0.04,0.23,-0.04,0.001
19470314,1947-03-14,-1.18,-0.58,0.09,0.001
19470315,1947-03-15,-0.12,0.01,-0.12,0.001
19470317,1947-03-17,0.34,-0.08,-0.15,0.001
19470318,1947-03-18,0.94,-0.24,0.16,0.001
19470319,1947-03-19,0.54,0.21,-0.09,0.001
19470320,1947-03-20,-0.22,-0.27,-0.08,0.001
19470321,1947-03-21,0.92,-0.42,0.11,0.001
19470322,1947-03-22,0.24,0.22,0,0.001
19470324,1947-03-24,-0.65,0.15,-0.12,0.001
19470325,1947-03-25,-0.66,-0.14,0.02,0.001
19470326,1947-03-26,1.11,-0.28,0.15,0.001
19470327,1947-03-27,1.32,0.55,0.07,0.001
19470328,1947-03-28,-0.27,0.33,-0.01,0.001
19470329,1947-03-29,-0.21,0.07,-0.06,0.001
19470331,1947-03-31,-0.71,-0.07,0.02,0.001
19470401,1947-04-01,0.11,-0.32,0.28,0.001
19470402,1947-04-02,0.04,0.05,-0.04,0.001
19470403,1947-04-03,-0.33,-0.19,-0.07,0.001
19470405,1947-04-05,-0.03,0.02,0.35,0.001
19470407,1947-04-07,-0.9,-0.32,-0.16,0.001
19470408,1947-04-08,-1.23,-0.32,-0.41,0.001
19470409,1947-04-09,-0.1,-0.08,0.03,0.001
19470410,1947-04-10,0.14,0.16,0.14,0.001
19470411,1947-04-11,-0.67,-0.44,-0.47,0.001
19470412,1947-04-12,-1.07,-0.38,0.1,0.001
19470414,1947-04-14,-2.95,-1.34,-0.17,0.001
19470415,1947-04-15,-0.03,-0.41,0.12,0.001
19470416,1947-04-16,0.96,0.39,-0.03,0.001
19470417,1947-04-17,0.11,0.27,-0.05,0.001
19470418,1947-04-18,-1.2,-0.61,-0.14,0.001
19470419,1947-04-19,1.11,-0.5,0.4,0.001
19470421,1947-04-21,0.79,0.92,0.43,0.001
19470422,1947-04-22,0.58,-0.24,-0.13,0.001
19470423,1947-04-23,0.09,0.25,0.19,0.001
19470424,1947-04-24,-0.55,-0.37,0.15,0.001
19470425,1947-04-25,-0.83,-0.23,0.22,0.001
19470426,1947-04-26,0.1,-0.12,-0.14,0.001
19470428,1947-04-28,-0.05,0.12,0.08,0.001
19470429,1947-04-29,-0.15,-0.56,0.23,0.001
19470430,1947-04-30,1.24,0.13,0.04,0.001
19470501,1947-05-01,0.85,0.05,0.1,0.001
19470502,1947-05-02,0.48,0.08,-0.53,0.001
19470503,1947-05-03,0.21,-0.18,-0.08,0.001
19470505,1947-05-05,0.02,-0.05,0.05,0.001
19470506,1947-05-06,-1,-0.45,0.04,0.001
19470507,1947-05-07,-0.06,-0.69,0.12,0.001
19470508,1947-05-08,-0.49,0.03,-0.05,0.001
19470509,1947-05-09,-0.19,-0.63,0.08,0.001
19470510,1947-05-10,0.2,0.09,0.15,0.001
19470512,1947-05-12,-1.09,-0.17,-0.08,0.001
19470513,1947-05-13,-1.71,-0.58,-0.32,0.001
19470514,1947-05-14,-0.47,-0.39,0.11,0.001
19470515,1947-05-15,0.75,0.19,-0.24,0.001
19470516,1947-05-16,-1.98,-0.92,-0.08,0.001
19470517,1947-05-17,-1.47,-0.37,-0.57,0.001
19470519,1947-05-19,0.05,-0.73,0.26,0.001
19470520,1947-05-20,0.52,0.51,-0.35,0.001
19470521,1947-05-21,1.44,-0.32,0.39,0.001
19470522,1947-05-22,0.96,1.04,0.44,0.001
19470523,1947-05-23,0.39,0.17,0.05,0.001
19470524,1947-05-24,0,-0.13,0.31,0.001
19470526,1947-05-26,-0.55,0.11,-0.31,0.001
19470527,1947-05-27,-0.11,-0.44,0.42,0.001
19470528,1947-05-28,1.61,0.23,0.48,0.001
19470529,1947-05-29,0.79,0.28,0,0.001
19470602,1947-06-02,-0.98,-0.32,0.19,0.001
19470603,1947-06-03,1.03,-0.19,-0.29,0.001
19470604,1947-06-04,-0.34,0.04,0.03,0.001
19470605,1947-06-05,-0.02,-0.27,-0.07,0.001
19470606,1947-06-06,0.52,-0.07,0.06,0.001
19470609,1947-06-09,-0.36,-0.07,-0.23,0.001
19470610,1947-06-10,0.68,-0.5,0.02,0.001
19470611,1947-06-11,2.29,0.69,0.49,0.001
19470612,1947-06-12,-0.15,0.49,-0.45,0.001
19470613,1947-06-13,1.02,0.08,-0.19,0.001
19470616,1947-06-16,0,-0.02,-0.14,0.001
19470617,1947-06-17,-0.27,-0.1,-0.2,0.001
19470618,1947-06-18,-0.06,0.1,-0.03,0.001
19470619,1947-06-19,1,0.05,0.07,0.001
19470620,1947-06-20,0.5,0.47,0.37,0.001
19470623,1947-06-23,0.54,0.25,-0.29,0.001
19470624,1947-06-24,-1.76,0.09,-0.2,0.001
19470625,1947-06-25,0.71,-0.8,0.15,0.001
19470626,1947-06-26,0.44,-0.08,0.39,0.001
19470627,1947-06-27,0.05,0.07,0.06,0.001
19470630,1947-06-30,0.39,-0.14,-0.29,0.001
19470701,1947-07-01,1.47,-0.1,1,0.001
19470702,1947-07-02,0.17,0.83,0.2,0.001
19470703,1947-07-03,1.08,0.23,0.63,0.001
19470707,1947-07-07,0.26,0.28,-0.18,0.001
19470708,1947-07-08,0.41,0.64,0.15,0.001
19470709,1947-07-09,-0.68,0.08,-0.27,0.001
19470710,1947-07-10,0.78,-0.06,0.48,0.001
19470711,1947-07-11,1.14,0.45,0.34,0.001
19470714,1947-07-14,0.78,0.63,0.21,0.001
19470715,1947-07-15,-0.16,-0.12,-0.17,0.001
19470716,1947-07-16,-0.12,0,-0.17,0.001
19470717,1947-07-17,-0.67,0.03,0.08,0.001
19470718,1947-07-18,0.21,-0.49,-0.05,0.001
19470721,1947-07-21,-0.16,-0.01,0.47,0.001
19470722,1947-07-22,0.09,-0.14,0.18,0.001
19470723,1947-07-23,0.69,0.12,0.31,0.001
19470724,1947-07-24,1.05,0.15,0.71,0.001
19470725,1947-07-25,-0.08,0.29,-0.16,0.001
19470728,1947-07-28,-0.76,-0.12,-0.51,0.001
19470729,1947-07-29,-2.03,-0.78,-0.86,0.001
19470730,1947-07-30,-0.65,-0.61,-0.25,0.001
19470731,1947-07-31,1.32,0.13,0.63,0.001
19470801,1947-08-01,0.24,-0.16,-0.12,0.001
19470804,1947-08-04,-1.04,-0.18,-0.47,0.001
19470805,1947-08-05,0.26,-0.03,0.19,0.001
19470806,1947-08-06,-0.38,-0.11,-0.2,0.001
19470807,1947-08-07,0.12,-0.41,0.28,0.001
19470808,1947-08-08,-1.07,0.04,-0.54,0.001
19470811,1947-08-11,-0.51,0.03,0.24,0.001
19470812,1947-08-12,0.85,0.49,0.61,0.001
19470813,1947-08-13,-0.07,0.23,-0.33,0.001
19470814,1947-08-14,0.2,0,0.56,0.001
19470815,1947-08-15,0.82,0.07,0.59,0.001
19470818,1947-08-18,-0.26,0.18,-0.03,0.001
19470819,1947-08-19,-0.3,-0.17,-0.29,0.001
19470820,1947-08-20,-0.43,-0.06,-0.27,0.001
19470821,1947-08-21,0.29,-0.06,0.02,0.001
19470822,1947-08-22,0.22,-0.02,0.16,0.001
19470825,1947-08-25,-1.49,-0.07,-0.54,0.001
19470826,1947-08-26,0.03,-0.01,0.39,0.001
19470827,1947-08-27,0.17,0.31,-0.23,0.001
19470828,1947-08-28,-0.07,0.39,0.11,0.001
19470829,1947-08-29,0.7,-0.11,0.11,0.001
19470902,1947-09-02,0.5,0.03,0.06,0.003
19470903,1947-09-03,-0.1,0.44,0.11,0.003
